id,piso,x_cm,y_cm,z_cm,ux_mm,uy_mm,uz_mm,u_planta_mm,rx_rad,ry_rad,rz_rad
104,Piso 4,-2000,0,1424.0,-0.022665,0.115875,-0.454754,0.118071,-5.68377e-05,4.1172e-06,-6.096e-07
105,Piso 4,-2000,725.0,1424.0,-0.018245,0.115875,-0.726254,0.117302,-1.87004e-05,1.56744e-05,-6.096e-07
106,Piso 4,-2000,1615.0,1424.0,-0.012819,0.115875,-0.502711,0.116582,-5.38e-07,8.5621e-06,-6.096e-07
107,Piso 4,-2500,0,1424.0,-0.022665,0.118923,0.0,0.121063,0.0,0.0,-6.096e-07
108,Piso 4,-2500,725.0,1424.0,-0.018245,0.118923,0.0,0.120314,0.0,0.0,-6.096e-07
109,Piso 4,-2500,1615.0,1424.0,-0.012819,0.118923,0.0,0.119612,0.0,0.0,-6.096e-07
110,Piso 4,-3000,-412.0,1424.0,-0.025176,0.121971,0.0,0.124543,0.0,0.0,-6.096e-07
111,Piso 4,-3000,0,1424.0,-0.022665,0.121971,-0.447535,0.124059,-5.2533e-05,4.0834e-06,-6.096e-07
112,Piso 4,-3000,725.0,1424.0,-0.018245,0.121971,-0.717255,0.123328,-2.0125e-05,-1.1272e-06,-6.096e-07
113,Piso 4,-3000,1615.0,1424.0,-0.012819,0.121971,-0.498238,0.122643,-1.9588e-06,9.47e-08,-6.096e-07
114,Piso 4,-3500,0,1424.0,-0.022665,0.12502,0.0,0.127057,0.0,0.0,-6.096e-07
115,Piso 4,-3500,725.0,1424.0,-0.018245,0.12502,0.0,0.126344,0.0,0.0,-6.096e-07
116,Piso 4,-3500,1615.0,1424.0,-0.012819,0.12502,0.0,0.125675,0.0,0.0,-6.096e-07
117,Piso 4,-4000,0,1424.0,-0.022665,0.128068,-0.361917,0.130058,-3.628e-05,2.64227e-05,-6.096e-07
118,Piso 4,-4000,725.0,1424.0,-0.018245,0.128068,-0.598721,0.129361,-2.07433e-05,5.72645e-05,-6.096e-07
119,Piso 4,-4000,1615.0,1424.0,-0.012819,0.128068,-0.413859,0.128708,-3.5817e-06,3.53278e-05,-6.096e-07
120,Piso 4,-4500,0,1424.0,-0.022665,0.131116,-0.21639,0.13306,-2.70601e-05,2.40117e-05,-6.096e-07
121,Piso 4,-4500,725.0,1424.0,-0.018245,0.131116,-0.340692,0.132379,-1.7694e-05,4.23419e-05,-6.096e-07
122,Piso 4,-4500,1615.0,1424.0,-0.012819,0.131116,-0.242611,0.131741,-1.1045e-05,2.92816e-05,-6.096e-07
123,Piso 4,-4755.0,0,1424.0,-0.022665,0.13267,0.0,0.134593,0.0,0.0,-6.096e-07
124,Piso 4,-4755.0,725.0,1424.0,-0.018245,0.13267,0.0,0.133919,0.0,0.0,-6.096e-07
125,Piso 4,-4755.0,1615.0,1424.0,-0.012819,0.13267,0.0,0.133288,0.0,0.0,-6.096e-07
126,Piso 4,-5000,0,1424.0,-0.022665,0.134164,0.0,0.136065,0.0,0.0,-6.096e-07
127,Piso 4,-5000,725.0,1424.0,-0.018245,0.134164,0.0,0.135399,0.0,0.0,-6.096e-07
128,Piso 4,-5000,1615.0,1424.0,-0.012819,0.134164,0.0,0.134775,0.0,0.0,-6.096e-07
129,Piso 4,0,0,1780.0,-0.029052,0.171536,-0.501449,0.173979,-8.89988e-05,-6.88953e-05,-9.587e-07
130,Piso 4,0,725.0,1780.0,-0.022101,0.171536,-0.877996,0.172954,-2.52962e-05,-0.0001346421,-9.587e-07
131,Piso 4,0,1615.0,1780.0,-0.013569,0.171536,-0.618153,0.172072,7.34513e-05,-9.71489e-05,-9.587e-07
132,Piso 4,-1000,0,1780.0,-0.029052,0.181123,-0.690285,0.183438,-8.82452e-05,-1.58254e-05,-9.587e-07
133,Piso 4,-1000,725.0,1780.0,-0.022101,0.181123,-1.397775,0.182466,-4.17617e-05,-3.18574e-05,-9.587e-07
134,Piso 4,-1000,1615.0,1780.0,-0.013569,0.181123,-0.985215,0.181631,9.45833e-05,-1.41686e-05,-9.587e-07
135,Piso 4,-1500,0,1780.0,-0.029052,0.185917,0.0,0.188173,0.0,0.0,-9.587e-07
136,Piso 4,-1500,725.0,1780.0,-0.022101,0.185917,0.0,0.187226,0.0,0.0,-9.587e-07
137,Piso 4,-1500,1615.0,1780.0,-0.013569,0.185917,0.0,0.186411,0.0,0.0,-9.587e-07
138,Piso 4,-2000,-412.0,1780.0,-0.033002,0.19071,0.0,0.193544,0.0,0.0,-9.587e-07
139,Piso 4,-2000,0,1780.0,-0.029052,0.19071,-0.545255,0.19291,-9.90829e-05,-5.4777e-06,-9.587e-07
140,Piso 4,-2000,725.0,1780.0,-0.022101,0.19071,-0.867461,0.191986,-1.63141e-05,1.70522e-05,-9.587e-07
141,Piso 4,-2000,1615.0,1780.0,-0.013569,0.19071,-0.599244,0.191192,4.20471e-05,1.42291e-05,-9.587e-07
142,Piso 4,-2500,0,1780.0,-0.029052,0.195504,0.0,0.19765,0.0,0.0,-9.587e-07
143,Piso 4,-2500,725.0,1780.0,-0.022101,0.195504,0.0,0.196749,0.0,0.0,-9.587e-07
144,Piso 4,-2500,1615.0,1780.0,-0.013569,0.195504,0.0,0.195974,0.0,0.0,-9.587e-07
145,Piso 4,-3000,-412.0,1780.0,-0.033002,0.200297,0.0,0.202998,0.0,0.0,-9.587e-07
146,Piso 4,-3000,0,1780.0,-0.029052,0.200297,-0.538119,0.202393,-9.82221e-05,6.0512e-06,-9.587e-07
147,Piso 4,-3000,725.0,1780.0,-0.022101,0.200297,-0.85769,0.201513,-1.5205e-05,-8.5558e-06,-9.587e-07
148,Piso 4,-3000,1615.0,1780.0,-0.013569,0.200297,-0.594268,0.200756,3.73199e-05,-6.4782e-06,-9.587e-07
149,Piso 4,-3500,0,1780.0,-0.029052,0.205091,0.0,0.207138,0.0,0.0,-9.587e-07
150,Piso 4,-3500,725.0,1780.0,-0.022101,0.205091,0.0,0.206278,0.0,0.0,-9.587e-07
151,Piso 4,-3500,1615.0,1780.0,-0.013569,0.205091,0.0,0.205539,0.0,0.0,-9.587e-07
152,Piso 4,-4000,0,1780.0,-0.029052,0.209884,-0.431324,0.211885,-5.94024e-05,5.35892e-05,-9.587e-07
153,Piso 4,-4000,725.0,1780.0,-0.022101,0.209884,-0.716033,0.211045,-1.93204e-05,0.0001071972,-9.587e-07
154,Piso 4,-4000,1615.0,1780.0,-0.013569,0.209884,-0.493636,0.210322,3.23656e-05,6.90011e-05,-9.587e-07
155,Piso 4,-4500,0,1780.0,-0.029052,0.214678,-0.25651,0.216634,-3.603e-05,4.12123e-05,-9.587e-07
156,Piso 4,-4500,725.0,1780.0,-0.022101,0.214678,-0.404929,0.215812,-1.43286e-05,6.88478e-05,-9.587e-07
157,Piso 4,-4500,1615.0,1780.0,-0.013569,0.214678,-0.287615,0.215106,1.14299e-05,4.81093e-05,-9.587e-07
158,Piso 4,-4755.0,0,1780.0,-0.029052,0.217122,0.0,0.219057,0.0,0.0,-9.587e-07
159,Piso 4,-4755.0,725.0,1780.0,-0.022101,0.217122,0.0,0.218244,0.0,0.0,-9.587e-07
160,Piso 4,-4755.0,1615.0,1780.0,-0.013569,0.217122,0.0,0.217546,0.0,0.0,-9.587e-07
161,Piso 4,-5000,0,1780.0,-0.029052,0.219471,0.0,0.221386,0.0,0.0,-9.587e-07
162,Piso 4,-5000,725.0,1780.0,-0.022101,0.219471,0.0,0.220581,0.0,0.0,-9.587e-07
163,Piso 4,-5000,1615.0,1780.0,-0.013569,0.219471,0.0,0.21989,0.0,0.0,-9.587e-07
166,Subterraneo,80.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Piso 1,60.0,0,356.0,-0.003871,-0.002749,0.0,0.004748,0.0,0.0,9.42e-08
168,Piso 1,60.0,725.0,356.0,-0.004554,-0.002749,0.0,0.00532,0.0,0.0,9.42e-08
169,Piso 1,80.0,1615.0,356.0,-0.005393,-0.00273,0.0,0.006045,0.0,0.0,9.42e-08
170,Piso 2,60.0,0,712.0,-0.008429,0.00363,0.0,0.009178,0.0,0.0,1.01e-08
171,Piso 2,60.0,725.0,712.0,-0.008502,0.00363,0.0,0.009245,0.0,0.0,1.01e-08
172,Piso 2,80.0,1615.0,712.0,-0.008592,0.003632,-0.156138,0.009328,-3.424e-06,3.74162e-05,1.01e-08
173,Piso 3,60.0,0,1068.0,-0.014978,0.036293,0.0,0.039262,0.0,0.0,-1.908e-07
174,Piso 3,60.0,725.0,1068.0,-0.013595,0.036293,0.0,0.038755,0.0,0.0,-1.908e-07
175,Piso 3,80.0,1615.0,1068.0,-0.011897,0.036255,-0.273835,0.038157,-1.33956e-05,3.99524e-05,-1.908e-07
176,Piso 4,60.0,0,1424.0,-0.022665,0.103316,0.0,0.105773,0.0,0.0,-6.096e-07
177,Piso 4,60.0,725.0,1424.0,-0.018245,0.103316,0.0,0.104915,0.0,0.0,-6.096e-07
178,Piso 4,80.0,1615.0,1424.0,-0.012819,0.103194,-0.352723,0.103987,-2.05341e-05,1.58492e-05,-6.096e-07
179,Piso 4,60.0,0,1780.0,-0.029052,0.170961,0.0,0.173412,0.0,0.0,-9.587e-07
180,Piso 4,60.0,725.0,1780.0,-0.022101,0.170961,0.0,0.172383,0.0,0.0,-9.587e-07
181,Piso 4,80.0,1615.0,1780.0,-0.013569,0.170769,-0.392399,0.171307,-1.17694e-05,0.0001444485,-9.587e-07
182,Subterraneo,1080.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Subterraneo,1080.0,725.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Subterraneo,1080.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Piso 1,1080.0,0,356.0,-0.003871,-0.001788,0.0,0.004264,0.0,0.0,9.42e-08
186,Piso 1,1080.0,725.0,356.0,-0.004554,-0.001788,0.0,0.004893,0.0,0.0,9.42e-08
187,Piso 1,1080.0,1615.0,356.0,-0.005393,-0.001788,0.0,0.005682,0.0,0.0,9.42e-08
188,Piso 2,1080.0,0,712.0,-0.008429,0.003733,-0.352126,0.009219,-2.53503e-05,5.5557e-06,1.01e-08
189,Piso 2,1080.0,725.0,712.0,-0.008502,0.003733,-0.541811,0.009286,-8.375e-06,3.16959e-05,1.01e-08
190,Piso 2,1080.0,1615.0,712.0,-0.008592,0.003733,-0.380642,0.009368,2.08972e-05,2.45482e-05,1.01e-08
191,Piso 3,1080.0,0,1068.0,-0.014978,0.034346,-0.614656,0.03747,-3.49975e-05,9.9972e-06,-1.908e-07
192,Piso 3,1080.0,725.0,1068.0,-0.013595,0.034346,-0.946605,0.036939,-1.49233e-05,3.3214e-05,-1.908e-07
193,Piso 3,1080.0,1615.0,1068.0,-0.011897,0.034346,-0.666883,0.036348,1.3457e-05,2.27511e-05,-1.908e-07
194,Piso 4,1080.0,0,1424.0,-0.022665,0.097098,-0.787631,0.099708,-3.75453e-05,1.01671e-05,-6.096e-07
195,Piso 4,1080.0,725.0,1424.0,-0.018245,0.097098,-1.216401,0.098797,-1.87503e-05,3.91895e-05,-6.096e-07
196,Piso 4,1080.0,1615.0,1424.0,-0.012819,0.097098,-0.858497,0.09794,5.0231e-06,3.32697e-05,-6.096e-07
197,Piso 4,1080.0,0,1780.0,-0.029052,0.161182,-0.871009,0.163779,-6.48737e-05,2.81764e-05,-9.587e-07
198,Piso 4,1080.0,725.0,1780.0,-0.022101,0.161182,-1.352705,0.16269,-2.11889e-05,3.40329e-05,-9.587e-07
199,Piso 4,1080.0,1615.0,1780.0,-0.013569,0.161182,-0.955601,0.161752,4.25769e-05,1.518e-07,-9.587e-07
200,Subterraneo,2080.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Subterraneo,2080.0,725.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Subterraneo,2080.0,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Piso 1,2080.0,0,356.0,-0.003871,-0.000845,0.0,0.003962,0.0,0.0,9.42e-08
204,Piso 1,2080.0,725.0,356.0,-0.004554,-0.000845,0.0,0.004632,0.0,0.0,9.42e-08
205,Piso 1,2080.0,1615.0,356.0,-0.005393,-0.000845,0.0,0.005459,0.0,0.0,9.42e-08
206,Piso 2,2080.0,0,712.0,-0.008429,0.003833,-0.342425,0.00926,-2.05357e-05,-1.28678e-05,1.01e-08
207,Piso 2,2080.0,725.0,712.0,-0.008502,0.003833,-0.489403,0.009327,-7.5351e-06,-5.54695e-05,1.01e-08
208,Piso 2,2080.0,1615.0,712.0,-0.008592,0.003833,-0.378031,0.009408,1.60084e-05,-2.15252e-05,1.01e-08
209,Piso 3,2080.0,0,1068.0,-0.014978,0.032438,-0.597695,0.035729,-2.91271e-05,-1.63946e-05,-1.908e-07
210,Piso 3,2080.0,725.0,1068.0,-0.013595,0.032438,-0.853673,0.035172,-1.38912e-05,-5.40924e-05,-1.908e-07
211,Piso 3,2080.0,1615.0,1068.0,-0.011897,0.032438,-0.659928,0.034551,9.0414e-06,-2.26689e-05,-1.908e-07
212,Piso 4,2080.0,0,1424.0,-0.022665,0.091001,-0.76583,0.093781,-3.1624e-05,-1.49604e-05,-6.096e-07
213,Piso 4,2080.0,725.0,1424.0,-0.018245,0.091001,-1.094276,0.092812,-1.74548e-05,-5.24321e-05,-6.096e-07
214,Piso 4,2080.0,1615.0,1424.0,-0.012819,0.091001,-0.845696,0.0919,1.4418e-06,-2.22225e-05,-6.096e-07
215,Piso 4,2080.0,0,1780.0,-0.029052,0.151595,-0.846784,0.154354,-5.29511e-05,-3.83201e-05,-9.587e-07
216,Piso 4,2080.0,725.0,1780.0,-0.022101,0.151595,-1.212289,0.153198,-1.97858e-05,-9.55113e-05,-9.587e-07
217,Piso 4,2080.0,1615.0,1780.0,-0.013569,0.151595,-0.935165,0.152201,3.23154e-05,-4.68034e-05,-9.587e-07
218,Subterraneo,2830.0,725.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Piso 1,2830.0,725.0,356.0,-0.004554,-0.000138,0.0,0.004556,0.0,0.0,9.42e-08
220,Piso 2,2830.0,725.0,712.0,-0.008502,0.003909,-0.291422,0.009358,-9.939e-06,-4.08232e-05,1.01e-08
221,Piso 3,2830.0,725.0,1068.0,-0.013595,0.031007,-0.506912,0.033857,-1.75565e-05,-4.05972e-05,-1.908e-07
222,Piso 4,2830.0,725.0,1424.0,-0.018245,0.086429,-0.647539,0.088334,-2.15201e-05,-3.86566e-05,-6.096e-07
223,Piso 4,2830.0,725.0,1780.0,-0.022101,0.144405,-0.713943,0.146086,-2.72034e-05,-7.44065e-05,-9.587e-07
231,Piso 1,3205.0,1615.0,356.0,-0.005393,0.000215,0.0,0.005397,0.0,0.0,9.42e-08
232,Piso 2,3205.0,1615.0,712.0,-0.008592,0.003947,0.0,0.009455,0.0,0.0,1.01e-08
233,Piso 3,3205.0,1615.0,1068.0,-0.011897,0.030292,0.0,0.032544,0.0,0.0,-1.908e-07
234,Piso 4,3205.0,1615.0,1424.0,-0.012819,0.084143,0.0,0.085114,0.0,0.0,-6.096e-07
235,Piso 4,3205.0,1615.0,1780.0,-0.013569,0.14081,0.0,0.141462,0.0,0.0,-9.587e-07
309,Piso 1,3205.0,0,356.0,-0.003871,0.000215,0.0,0.003877,0.0,0.0,9.42e-08
310,Piso 2,3205.0,0,712.0,-0.008429,0.003947,0.0,0.009308,0.0,0.0,1.01e-08
311,Piso 3,3205.0,0,1068.0,-0.014978,0.030292,0.0,0.033793,0.0,0.0,-1.908e-07
312,Piso 4,3205.0,0,1424.0,-0.022665,0.084143,0.0,0.087142,0.0,0.0,-6.096e-07
313,Piso 4,3205.0,0,1780.0,-0.029052,0.14081,0.0,0.143775,0.0,0.0,-9.587e-07
