id,tipo,seccion,b_cm,h_cm,A_m2,nodo_i,nodo_j,xi_cm,yi_cm,zi_cm,xj_cm,yj_cm,zj_cm,L_m,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm
353,beam_y,60x80,60.0,80.0,0.48,189,188,1080.0,725.0,712.0,1080.0,0,712.0,7.25,-0.0,0.0,22.078554,-21.895618,2.399848,-0.0
354,beam_y,60x80,60.0,80.0,0.48,193,192,1080.0,1615.0,1068.0,1080.0,725.0,1068.0,8.9,0.0,0.0,26.555897,-46.601657,-0.78249,0.0
355,beam_y,60x80,60.0,80.0,0.48,192,191,1080.0,725.0,1068.0,1080.0,0,1068.0,7.25,-0.0,0.0,20.394634,-15.517863,2.131464,-0.0
356,beam_y,60x80,60.0,80.0,0.48,196,195,1080.0,1615.0,1424.0,1080.0,725.0,1424.0,8.9,-0.0,0.0,28.002022,-53.368201,-0.442721,-0.0
357,beam_y,60x80,60.0,80.0,0.48,195,194,1080.0,725.0,1424.0,1080.0,0,1424.0,7.25,0.0,0.0,18.90907,-10.245613,2.664455,0.0
358,beam_y,60x80,60.0,80.0,0.48,199,198,1080.0,1615.0,1780.0,1080.0,725.0,1780.0,8.9,-0.0,0.0,26.726726,-44.81728,-2.533853,-0.0
359,beam_y,60x80,60.0,80.0,0.48,198,197,1080.0,725.0,1780.0,1080.0,0,1780.0,7.25,0.0,0.0,20.01709,-12.065006,0.537668,0.0
360,beam_x,60x80,60.0,80.0,0.48,185,203,1080.0,0,356.0,2080.0,0,356.0,10.0,0.0,0.0,44.53125,0.0,-74.21875,0.0
361,beam_x,60x80,60.0,80.0,0.48,186,204,1080.0,725.0,356.0,2080.0,725.0,356.0,10.0,0.0,0.0,104.53125,0.0,-174.21875,0.0
362,beam_x,60x80,60.0,80.0,0.48,205,187,2080.0,1615.0,356.0,1080.0,1615.0,356.0,10.0,0.0,0.0,60.0,0.0,100.0,0.0
363,beam_y,60x80,60.0,80.0,0.48,205,204,2080.0,1615.0,356.0,2080.0,725.0,356.0,8.9,0.0,0.0,18.310547,-27.160645,0.0,0.0
364,beam_y,60x80,60.0,80.0,0.48,204,203,2080.0,725.0,356.0,2080.0,0,356.0,7.25,0.0,0.0,18.310547,-22.125244,0.0,0.0
365,beam_x,60x80,60.0,80.0,0.48,188,206,1080.0,0,712.0,2080.0,0,712.0,10.0,0.0,-0.0,44.737527,-0.32046,-74.071033,-0.0
366,beam_x,60x80,60.0,80.0,0.48,189,207,1080.0,725.0,712.0,2080.0,725.0,712.0,10.0,0.0,-0.0,105.041663,-0.055902,-171.192229,-0.0
367,beam_x,60x80,60.0,80.0,0.48,208,190,2080.0,1615.0,712.0,1080.0,1615.0,712.0,10.0,0.0,0.0,60.13613,-0.325397,97.731953,-0.0
368,beam_y,60x80,60.0,80.0,0.48,208,207,2080.0,1615.0,712.0,2080.0,725.0,712.0,8.9,0.0,0.0,19.113065,-29.038837,2.538575,0.0
369,beam_y,60x80,60.0,80.0,0.48,207,206,2080.0,725.0,712.0,2080.0,0,712.0,7.25,-0.0,0.0,17.399193,-17.673949,-3.911134,-0.0
370,beam_x,60x80,60.0,80.0,0.48,191,209,1080.0,0,1068.0,2080.0,0,1068.0,10.0,0.0,-0.0,44.646645,-0.390734,-73.106648,-0.0
371,beam_x,60x80,60.0,80.0,0.48,192,210,1080.0,725.0,1068.0,2080.0,725.0,1068.0,10.0,0.0,-0.0,104.619259,-0.0687,-169.071188,-0.0
372,beam_x,60x80,60.0,80.0,0.48,211,193,2080.0,1615.0,1068.0,1080.0,1615.0,1068.0,10.0,0.0,0.0,60.056575,-0.293902,97.375997,-0.0
373,beam_y,60x80,60.0,80.0,0.48,211,210,2080.0,1615.0,1068.0,2080.0,725.0,1068.0,8.9,0.0,0.0,20.656333,-35.950306,2.350053,0.0
374,beam_y,60x80,60.0,80.0,0.48,210,209,2080.0,725.0,1068.0,2080.0,0,1068.0,7.25,-0.0,0.0,16.294468,-13.472,-3.460915,-0.0
375,beam_x,60x80,60.0,80.0,0.48,194,212,1080.0,0,1424.0,2080.0,0,1424.0,10.0,0.0,0.0,44.547887,-0.394122,-72.693775,0.0
376,beam_x,60x80,60.0,80.0,0.48,195,213,1080.0,725.0,1424.0,2080.0,725.0,1424.0,10.0,0.0,0.0,104.101846,-0.086228,-166.207948,0.0
377,beam_x,60x80,60.0,80.0,0.48,214,196,2080.0,1615.0,1424.0,1080.0,1615.0,1424.0,10.0,0.0,-0.0,60.522521,-0.238371,99.061102,0.0
378,beam_y,60x80,60.0,80.0,0.48,214,213,2080.0,1615.0,1424.0,2080.0,725.0,1424.0,8.9,-0.0,0.0,21.794891,-41.30712,2.259269,-0.0
379,beam_y,60x80,60.0,80.0,0.48,213,212,2080.0,725.0,1424.0,2080.0,0,1424.0,7.25,0.0,0.0,15.276769,-9.877004,-3.440159,0.0
380,beam_x,60x80,60.0,80.0,0.48,197,215,1080.0,0,1780.0,2080.0,0,1780.0,10.0,0.0,0.0,44.734718,-0.793571,-70.980312,0.0
381,beam_x,60x80,60.0,80.0,0.48,198,216,1080.0,725.0,1780.0,2080.0,725.0,1780.0,10.0,0.0,0.0,105.813619,-0.093386,-172.339762,0.0
382,beam_x,60x80,60.0,80.0,0.48,217,199,2080.0,1615.0,1780.0,1080.0,1615.0,1780.0,10.0,0.0,-0.0,58.365525,-0.683005,88.822491,0.0
383,beam_y,60x80,60.0,80.0,0.48,217,216,2080.0,1615.0,1780.0,2080.0,725.0,1780.0,8.9,-0.0,0.0,20.722136,-34.145609,3.642695,-0.0
384,beam_y,60x80,60.0,80.0,0.48,216,215,2080.0,725.0,1780.0,2080.0,0,1780.0,7.25,0.0,0.0,16.25827,-11.758046,-5.250552,0.0
385,beam_x,60x80,60.0,80.0,0.48,203,309,2080.0,0,356.0,3205.0,0,356.0,11.25,0.0,0.0,35.701172,0.0,-66.939697,0.0
386,beam_x,60x80,60.0,80.0,0.48,206,310,2080.0,0,712.0,3205.0,0,712.0,11.25,0.0,0.0,34.24458,-1.214983,-59.478403,0.0
387,beam_x,60x80,60.0,80.0,0.48,209,311,2080.0,0,1068.0,3205.0,0,1068.0,11.25,0.0,0.0,32.974685,-1.723286,-52.535881,0.0
388,beam_x,60x80,60.0,80.0,0.48,212,312,2080.0,0,1424.0,3205.0,0,1424.0,11.25,0.0,-0.0,32.024263,-1.871015,-47.108164,-0.0
389,beam_x,60x80,60.0,80.0,0.48,215,313,2080.0,0,1780.0,3205.0,0,1780.0,11.25,0.0,0.0,32.296354,-3.132822,-49.967586,0.0
390,beam_y,80x80,80.0,80.0,0.64,398,399,3205.0,-109.0,356.0,3205.0,1724.5,356.0,18.335,0.0,0.0,13.183594,40.286865,-0.0,0.0
391,beam_y,80x80,80.0,80.0,0.64,400,401,3205.0,-109.0,712.0,3205.0,1724.5,712.0,18.335,0.0,0.0,13.183594,40.286865,0.0,-0.0
392,beam_y,80x80,80.0,80.0,0.64,402,403,3205.0,-109.0,1068.0,3205.0,1724.5,1068.0,18.335,-0.0,0.0,13.183594,40.286865,-0.0,0.0
393,beam_y,80x80,80.0,80.0,0.64,404,405,3205.0,-109.0,1424.0,3205.0,1724.5,1424.0,18.335,0.0,0.0,13.183594,40.286865,-0.0,0.0
394,beam_y,80x80,80.0,80.0,0.64,406,407,3205.0,-109.0,1780.0,3205.0,1724.5,1780.0,18.335,0.0,0.0,13.183594,40.286865,-0.0,0.0
395,beam_x,60x80,60.0,80.0,0.48,205,231,2080.0,1615.0,356.0,3205.0,1615.0,356.0,11.25,0.0,0.0,41.501953,0.0,-77.816162,0.0
396,beam_x,60x80,60.0,80.0,0.48,208,232,2080.0,1615.0,712.0,3205.0,1615.0,712.0,11.25,0.0,0.0,40.11598,0.947128,-71.244609,0.0
397,beam_x,60x80,60.0,80.0,0.48,211,233,2080.0,1615.0,1068.0,3205.0,1615.0,1068.0,11.25,0.0,0.0,38.630155,0.534932,-62.951902,0.0
398,beam_x,60x80,60.0,80.0,0.48,214,234,2080.0,1615.0,1424.0,3205.0,1615.0,1424.0,11.25,0.0,-0.0,37.614594,0.085301,-57.213981,-0.0
399,beam_x,60x80,60.0,80.0,0.48,217,235,2080.0,1615.0,1780.0,3205.0,1615.0,1780.0,11.25,0.0,0.0,37.877807,1.911924,-60.092935,0.0
400,beam_x,60x80,60.0,80.0,0.48,204,219,2080.0,725.0,356.0,2830.0,725.0,356.0,7.5,0.0,0.0,57.473543,0.0,-71.841929,0.0
401,beam_x,60x80,60.0,80.0,0.48,207,220,2080.0,725.0,712.0,2830.0,725.0,712.0,7.5,0.0,0.0,60.443006,0.213334,-84.227236,0.0
402,beam_x,60x80,60.0,80.0,0.48,210,221,2080.0,725.0,1068.0,2830.0,725.0,1068.0,7.5,0.0,0.0,57.625096,0.325282,-73.561835,0.0
403,beam_x,60x80,60.0,80.0,0.48,213,222,2080.0,725.0,1424.0,2830.0,725.0,1424.0,7.5,0.0,-0.0,55.559268,0.360781,-65.838903,-0.0
404,beam_x,60x80,60.0,80.0,0.48,216,223,2080.0,725.0,1780.0,2830.0,725.0,1780.0,7.5,0.0,0.0,60.001172,0.658288,-83.121484,0.0
405,beam_y,60x80,60.0,80.0,0.48,408,412,580.0,0,356.0,580.0,725.0,356.0,7.25,-0.0,0.0,24.39375,29.475781,-0.0,0.0
406,beam_y,60x80,60.0,80.0,0.48,412,415,580.0,725.0,356.0,580.0,1615.0,356.0,8.9,-0.0,0.0,36.266543,53.795372,-0.0,0.0
407,beam_y,60x80,60.0,80.0,0.48,409,413,1580.0,0,356.0,1580.0,725.0,356.0,7.25,-0.0,0.0,23.4375,28.320312,-0.0,0.0
408,beam_y,60x80,60.0,80.0,0.48,413,416,1580.0,725.0,356.0,1580.0,1615.0,356.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
409,beam_y,60x80,60.0,80.0,0.48,410,414,2455.0,0,356.0,2455.0,725.0,356.0,7.25,-0.0,0.0,19.501066,23.563789,-0.0,0.0
410,beam_y,60x80,60.0,80.0,0.48,414,417,2455.0,725.0,356.0,2455.0,1615.0,356.0,8.9,-0.0,0.0,19.775391,29.333496,-0.0,0.0
411,beam_y,60x80,60.0,80.0,0.48,411,219,2830.0,0,356.0,2830.0,725.0,356.0,7.25,-0.0,0.0,19.501066,23.563789,-0.0,0.0
412,beam_y,60x80,60.0,80.0,0.48,219,418,2830.0,725.0,356.0,2830.0,1615.0,356.0,8.9,-0.0,0.0,21.379687,31.713203,-0.0,0.0
413,beam_y,60x80,60.0,80.0,0.48,419,420,580.0,0,712.0,580.0,725.0,712.0,7.25,0.0,0.0,24.39375,29.475781,0.0,-0.0
414,beam_y,60x80,60.0,80.0,0.48,420,421,580.0,725.0,712.0,580.0,1615.0,712.0,8.9,-0.0,0.0,36.266543,53.795372,-0.0,0.0
415,beam_y,60x80,60.0,80.0,0.48,422,423,1580.0,0,712.0,1580.0,725.0,712.0,7.25,0.0,0.0,23.4375,28.320312,0.0,-0.0
416,beam_y,60x80,60.0,80.0,0.48,423,424,1580.0,725.0,712.0,1580.0,1615.0,712.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
417,beam_y,60x80,60.0,80.0,0.48,425,426,2455.0,0,712.0,2455.0,725.0,712.0,7.25,0.0,0.0,19.501066,23.563789,0.0,-0.0
418,beam_y,60x80,60.0,80.0,0.48,426,427,2455.0,725.0,712.0,2455.0,1615.0,712.0,8.9,-0.0,0.0,19.775391,29.333496,-0.0,0.0
419,beam_y,60x80,60.0,80.0,0.48,428,220,2830.0,0,712.0,2830.0,725.0,712.0,7.25,0.0,0.0,24.648105,43.099172,3.747849,-0.0
420,beam_y,60x80,60.0,80.0,0.48,220,429,2830.0,725.0,712.0,2830.0,1615.0,712.0,8.9,-0.0,0.0,17.723076,14.72657,-3.053023,0.0
421,beam_y,60x80,60.0,80.0,0.48,430,431,580.0,0,1068.0,580.0,725.0,1068.0,7.25,0.0,0.0,24.39375,29.475781,0.0,-0.0
422,beam_y,60x80,60.0,80.0,0.48,431,432,580.0,725.0,1068.0,580.0,1615.0,1068.0,8.9,-0.0,0.0,36.266543,53.795372,-0.0,0.0
423,beam_y,60x80,60.0,80.0,0.48,433,434,1580.0,0,1068.0,1580.0,725.0,1068.0,7.25,0.0,0.0,23.4375,28.320312,0.0,-0.0
424,beam_y,60x80,60.0,80.0,0.48,434,435,1580.0,725.0,1068.0,1580.0,1615.0,1068.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
425,beam_y,60x80,60.0,80.0,0.48,436,437,2455.0,0,1068.0,2455.0,725.0,1068.0,7.25,0.0,0.0,19.501066,23.563789,0.0,-0.0
426,beam_y,60x80,60.0,80.0,0.48,437,438,2455.0,725.0,1068.0,2455.0,1615.0,1068.0,8.9,-0.0,0.0,19.775391,29.333496,-0.0,0.0
427,beam_y,60x80,60.0,80.0,0.48,439,221,2830.0,0,1068.0,2830.0,725.0,1068.0,7.25,0.0,0.0,28.43443,57.497042,3.727107,-0.0
428,beam_y,60x80,60.0,80.0,0.48,221,440,2830.0,725.0,1068.0,2830.0,1615.0,1068.0,8.9,-0.0,0.0,15.006229,2.088825,-3.036127,0.0
429,beam_y,60x80,60.0,80.0,0.48,441,442,580.0,0,1424.0,580.0,725.0,1424.0,7.25,-0.0,0.0,24.39375,29.475781,-0.0,0.0
430,beam_y,60x80,60.0,80.0,0.48,442,443,580.0,725.0,1424.0,580.0,1615.0,1424.0,8.9,0.0,0.0,36.266543,53.795372,0.0,-0.0
431,beam_y,60x80,60.0,80.0,0.48,444,445,1580.0,0,1424.0,1580.0,725.0,1424.0,7.25,-0.0,0.0,23.4375,28.320312,-0.0,0.0
432,beam_y,60x80,60.0,80.0,0.48,445,446,1580.0,725.0,1424.0,1580.0,1615.0,1424.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
433,beam_y,60x80,60.0,80.0,0.48,447,448,2455.0,0,1424.0,2455.0,725.0,1424.0,7.25,-0.0,0.0,19.501066,23.563789,-0.0,0.0
434,beam_y,60x80,60.0,80.0,0.48,448,449,2455.0,725.0,1424.0,2455.0,1615.0,1424.0,8.9,0.0,0.0,19.775391,29.333496,0.0,-0.0
435,beam_y,60x80,60.0,80.0,0.48,450,222,2830.0,0,1424.0,2830.0,725.0,1424.0,7.25,-0.0,0.0,30.978966,67.07088,3.548947,0.0
436,beam_y,60x80,60.0,80.0,0.48,222,451,2830.0,725.0,1424.0,2830.0,1615.0,1424.0,8.9,0.0,0.0,13.282073,-5.868694,-2.890996,-0.0
437,beam_y,60x80,60.0,80.0,0.48,452,453,580.0,0,1780.0,580.0,725.0,1780.0,7.25,0.0,0.0,24.39375,29.475781,-0.0,0.0
438,beam_y,60x80,60.0,80.0,0.48,453,454,580.0,725.0,1780.0,580.0,1615.0,1780.0,8.9,0.0,0.0,24.39375,36.184063,0.0,-0.0
439,beam_y,60x80,60.0,80.0,0.48,455,456,1580.0,0,1780.0,1580.0,725.0,1780.0,7.25,0.0,0.0,23.4375,28.320312,-0.0,0.0
440,beam_y,60x80,60.0,80.0,0.48,456,457,1580.0,725.0,1780.0,1580.0,1615.0,1780.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
441,beam_y,60x80,60.0,80.0,0.48,458,459,2455.0,0,1780.0,2455.0,725.0,1780.0,7.25,0.0,0.0,19.501066,23.563789,-0.0,0.0
442,beam_y,60x80,60.0,80.0,0.48,459,460,2455.0,725.0,1780.0,2455.0,1615.0,1780.0,8.9,0.0,0.0,19.775391,29.333496,0.0,-0.0
443,beam_y,60x80,60.0,80.0,0.48,461,223,2830.0,0,1780.0,2830.0,725.0,1780.0,7.25,0.0,0.0,31.902047,70.918748,6.831031,0.0
444,beam_y,60x80,60.0,80.0,0.48,223,462,2830.0,725.0,1780.0,2830.0,1615.0,1780.0,8.9,0.0,0.0,12.283132,-10.722671,-5.564604,-0.0
445,wall,30x725,30.0,725.0,2.175,9420,9421,-1005.0,362.5,0.0,-1005.0,362.5,356.0,3.56,66.715783,0.101757,91.150596,-0.362253,237.508188,-6.557586
446,wall,30x1000,30.0,356.0,1.068,9422,9423,0.0,-15.0,0.0,-1000.0,-15.0,356.0,10.6148,-296.186893,0.006448,133.454306,-0.022953,280.11772,-0.030185
447,wall,30x725,30.0,725.0,2.175,9424,9425,15.0,362.5,0.0,15.0,362.5,356.0,3.56,94.757767,0.322149,273.451788,-0.561919,270.784676,-6.557586
448,wall,30x725,30.0,725.0,2.175,9425,9426,15.0,362.5,356.0,15.0,362.5,712.0,3.56,-18.694656,-0.164306,91.150596,0.584931,-66.552976,5.857562
449,wall,30x890,30.0,890.0,2.67,9427,9428,-1005.0,1170.0,0.0,-1005.0,1170.0,356.0,3.56,145.715908,0.124915,111.895214,-0.444697,518.748631,-12.131095
450,wall,30x615,30.0,615.0,1.845,9429,9430,15.0,1307.5,0.0,15.0,1307.5,356.0,3.56,49.332457,0.064205,77.32085,-0.228571,175.623547,-4.002721
451,wall,30x1000,30.0,356.0,1.068,9431,9432,0.0,1630.0,0.0,-1000.0,1630.0,356.0,10.6148,-295.389001,0.006448,133.454306,-0.022953,282.958216,-0.030185
452,wall,30x725,30.0,725.0,2.175,9433,9434,-4005.0,362.5,356.0,-4005.0,362.5,712.0,3.56,67.358026,-0.265772,91.150596,0.946148,239.794573,5.857562
453,wall,30x890,30.0,890.0,2.67,9435,9436,-4005.0,1170.0,356.0,-4005.0,1170.0,712.0,3.56,104.69178,-0.326258,111.895214,1.161478,372.702738,10.836097
454,wall,25x158,25.0,158.0,0.395,9437,9438,-330.0,309.0,0.0,-330.0,309.0,356.0,3.56,0.861601,0.032194,190.473314,-0.063498,2.371812,-0.056561
455,wall,25x365,25.0,356.0,0.89,9439,9440,-317.5,230.0,0.0,-682.5,230.0,356.0,5.0986,-38.67875,0.032242,53.418828,-0.114783,57.282375,-0.007543
456,wall,25x158,25.0,158.0,0.395,9441,9442,-670.0,309.0,0.0,-670.0,309.0,356.0,3.56,0.861601,0.035578,190.473314,-0.070115,2.371812,-0.056561
457,wall,25x365,25.0,356.0,0.89,9443,9444,-317.5,230.0,356.0,-682.5,230.0,712.0,5.0986,-38.410892,-0.069419,53.418828,0.24713,58.23595,0.010998
458,wall,25x158,25.0,158.0,0.395,9438,9445,-330.0,309.0,356.0,-330.0,309.0,712.0,3.56,-0.347727,0.013241,157.365742,0.051113,-0.695487,0.050523
459,wall,25x158,25.0,158.0,0.395,9442,9446,-670.0,309.0,356.0,-670.0,309.0,712.0,3.56,-0.347727,0.01162,157.365742,0.056544,-0.695487,0.050523
460,wall,25x365,25.0,356.0,0.89,9447,9448,-317.5,230.0,712.0,-682.5,230.0,1068.0,5.0986,-36.745536,-0.3462,53.418828,1.232473,64.164616,0.045179
461,wall,25x158,25.0,158.0,0.395,9445,9449,-330.0,309.0,712.0,-330.0,309.0,1068.0,3.56,0.121194,0.030537,124.258169,0.098249,0.54242,0.120553
462,wall,25x158,25.0,158.0,0.395,9446,9450,-670.0,309.0,712.0,-670.0,309.0,1068.0,3.56,0.121194,0.032199,124.258169,0.097911,0.54242,0.120553
463,wall,25x365,25.0,356.0,0.89,9451,9452,-317.5,230.0,1068.0,-682.5,230.0,1424.0,5.0986,-36.130594,-0.710668,53.418828,2.529978,66.353811,0.093028
464,wall,25x158,25.0,158.0,0.395,9449,9453,-330.0,309.0,1068.0,-330.0,309.0,1424.0,3.56,0.181544,-0.07744,91.150596,0.20696,0.11097,0.251358
465,wall,25x158,25.0,158.0,0.395,9450,9454,-670.0,309.0,1068.0,-670.0,309.0,1424.0,3.56,0.181544,-0.080112,91.150596,0.212539,0.11097,0.251358
466,wall,25x365,25.0,356.0,0.89,9455,9456,-317.5,230.0,1424.0,-682.5,230.0,1780.0,5.0986,-37.231227,-0.714296,53.418828,2.542894,62.435556,0.090328
467,wall,25x158,25.0,356.0,0.89,9453,9457,-330.0,309.0,1424.0,-330.0,309.0,1780.0,3.56,-0.150372,0.019306,37.298405,-0.068728,-0.535325,2.396245
468,wall,25x158,25.0,356.0,0.89,9454,9458,-670.0,309.0,1424.0,-670.0,309.0,1780.0,3.56,-0.150372,0.02041,37.298405,-0.07266,-0.535325,2.396245
469,wall,30x225,30.0,225.0,0.675,9459,9460,-360.0,1112.5,0.0,-360.0,1112.5,356.0,3.56,4.097213,0.079771,287.532984,-0.157469,10.388974,-0.19601
470,wall,30x310,30.0,356.0,1.068,9461,9462,-345.0,1225.0,0.0,-655.0,1225.0,356.0,4.7206,-33.602959,0.068681,59.349106,-0.244506,64.355695,0.022547
471,wall,30x225,30.0,225.0,0.675,9463,9464,-640.0,1112.5,0.0,-640.0,1112.5,356.0,3.56,4.097213,0.086621,287.532984,-0.170868,10.388974,-0.19601
472,wall,30x310,30.0,356.0,1.068,9465,9466,-345.0,1225.0,356.0,-655.0,1225.0,712.0,4.7206,-35.515573,-0.148643,59.349106,0.52917,57.546788,-0.060474
473,wall,30x310,30.0,356.0,1.068,9467,9468,-345.0,1225.0,712.0,-655.0,1225.0,1068.0,4.7206,-34.799506,-0.742728,59.349106,2.644113,60.095987,-0.323597
474,wall,30x310,30.0,356.0,1.068,9469,9470,-345.0,1225.0,1068.0,-655.0,1225.0,1424.0,4.7206,-36.755978,-1.524605,59.349106,5.427595,53.130946,-0.663617
475,wall,30x310,30.0,356.0,1.068,9471,9472,-345.0,1225.0,1424.0,-655.0,1225.0,1780.0,4.7206,-37.322546,-1.532855,59.349106,5.456965,51.113967,-0.674231
476,wall,30x225,30.0,225.0,0.675,9460,9473,-360.0,1112.5,356.0,-360.0,1112.5,712.0,3.56,-1.747987,0.032786,230.956752,0.126515,-4.197104,0.175086
477,wall,30x225,30.0,225.0,0.675,9464,9474,-640.0,1112.5,356.0,-640.0,1112.5,712.0,3.56,-1.747987,0.029529,230.956752,0.137501,-4.197104,0.175086
478,wall,30x225,30.0,225.0,0.675,9473,9475,-360.0,1112.5,712.0,-360.0,1112.5,1068.0,3.56,1.010762,0.073464,174.38052,0.243235,2.025729,0.417769
479,wall,30x225,30.0,225.0,0.675,9474,9476,-640.0,1112.5,712.0,-640.0,1112.5,1068.0,3.56,1.010762,0.076736,174.38052,0.242623,2.025729,0.417769
480,wall,30x225,30.0,225.0,0.675,9475,9477,-360.0,1112.5,1068.0,-360.0,1112.5,1424.0,3.56,-0.420656,-0.183536,117.804288,0.504767,-1.572584,0.871064
481,wall,30x225,30.0,225.0,0.675,9476,9478,-640.0,1112.5,1068.0,-640.0,1112.5,1424.0,3.56,-0.420656,-0.188593,117.804288,0.515803,-1.572584,0.871064
482,wall,30x225,30.0,356.0,1.068,9477,9479,-360.0,1112.5,1424.0,-360.0,1112.5,1780.0,3.56,-0.021081,0.041748,44.758086,-0.148621,-0.075049,2.875494
483,wall,30x225,30.0,356.0,1.068,9478,9480,-640.0,1112.5,1424.0,-640.0,1112.5,1780.0,3.56,-0.021081,0.043705,44.758086,-0.155589,-0.075049,2.875494
588,beam_x,30x80,30.0,80.0,0.24,516,512,3205.0,426.5,356.0,2830.0,426.5,356.0,3.75,0.0,-0.0,20.013984,0.0,12.50874,0.0
589,beam_x,30x80,30.0,80.0,0.24,512,514,2830.0,426.5,356.0,2455.0,426.5,356.0,3.75,0.0,-0.0,12.579012,0.0,7.861882,0.0
590,beam_x,30x80,30.0,80.0,0.24,515,511,3205.0,1188.5,356.0,2830.0,1188.5,356.0,3.75,0.0,-0.0,20.013984,0.0,12.50874,0.0
591,beam_x,30x80,30.0,80.0,0.24,511,513,2830.0,1188.5,356.0,2455.0,1188.5,356.0,3.75,0.0,-0.0,18.105469,0.0,11.315918,0.0
592,beam_x,30x80,30.0,80.0,0.24,522,518,3205.0,426.5,712.0,2830.0,426.5,712.0,3.75,0.0,0.0,20.013984,0.0,12.50874,-0.0
593,beam_x,30x80,30.0,80.0,0.24,518,520,2830.0,426.5,712.0,2455.0,426.5,712.0,3.75,0.0,-0.0,12.579012,0.0,7.861882,0.0
594,beam_x,30x80,30.0,80.0,0.24,521,517,3205.0,1188.5,712.0,2830.0,1188.5,712.0,3.75,0.0,0.0,20.013984,0.0,12.50874,-0.0
595,beam_x,30x80,30.0,80.0,0.24,517,519,2830.0,1188.5,712.0,2455.0,1188.5,712.0,3.75,0.0,-0.0,18.105469,0.0,11.315918,0.0
596,beam_x,30x80,30.0,80.0,0.24,528,524,3205.0,426.5,1068.0,2830.0,426.5,1068.0,3.75,0.0,-0.0,20.013984,0.0,12.50874,0.0
597,beam_x,30x80,30.0,80.0,0.24,524,526,2830.0,426.5,1068.0,2455.0,426.5,1068.0,3.75,0.0,-0.0,12.579012,0.0,7.861882,0.0
598,beam_x,30x80,30.0,80.0,0.24,527,523,3205.0,1188.5,1068.0,2830.0,1188.5,1068.0,3.75,0.0,-0.0,20.013984,0.0,12.50874,0.0
599,beam_x,30x80,30.0,80.0,0.24,523,525,2830.0,1188.5,1068.0,2455.0,1188.5,1068.0,3.75,0.0,-0.0,18.105469,0.0,11.315918,0.0
600,beam_x,30x80,30.0,80.0,0.24,534,530,3205.0,426.5,1424.0,2830.0,426.5,1424.0,3.75,0.0,0.0,20.013984,0.0,12.50874,-0.0
601,beam_x,30x80,30.0,80.0,0.24,530,532,2830.0,426.5,1424.0,2455.0,426.5,1424.0,3.75,0.0,0.0,12.579012,0.0,7.861882,-0.0
602,beam_x,30x80,30.0,80.0,0.24,533,529,3205.0,1188.5,1424.0,2830.0,1188.5,1424.0,3.75,0.0,0.0,20.013984,0.0,12.50874,-0.0
603,beam_x,30x80,30.0,80.0,0.24,529,531,2830.0,1188.5,1424.0,2455.0,1188.5,1424.0,3.75,0.0,0.0,18.105469,0.0,11.315918,-0.0
604,beam_x,30x80,30.0,80.0,0.24,540,536,3205.0,426.5,1780.0,2830.0,426.5,1780.0,3.75,0.0,0.0,20.013984,0.0,12.50874,-0.0
605,beam_x,30x80,30.0,80.0,0.24,536,538,2830.0,426.5,1780.0,2455.0,426.5,1780.0,3.75,0.0,-0.0,12.579012,0.0,7.861882,0.0
606,beam_x,30x80,30.0,80.0,0.24,539,535,3205.0,1188.5,1780.0,2830.0,1188.5,1780.0,3.75,0.0,0.0,20.013984,0.0,12.50874,-0.0
607,beam_x,30x80,30.0,80.0,0.24,535,537,2830.0,1188.5,1780.0,2455.0,1188.5,1780.0,3.75,0.0,-0.0,18.105469,0.0,11.315918,0.0
