id,tipo,seccion,b_cm,h_cm,A_m2,nodo_i,nodo_j,xi_cm,yi_cm,zi_cm,xj_cm,yj_cm,zj_cm,L_m,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm
165,beam_x,60x80,60.0,80.0,0.48,139,146,-2000,0,1780.0,-3000,0,1780.0,10.0,0.0,0.0,156.580831,33.08967,304.804226,-0.0
166,beam_x,60x80,60.0,80.0,0.48,146,152,-3000,0,1780.0,-4000,0,1780.0,10.0,0.0,-0.0,119.576275,48.500689,263.481104,0.0
167,beam_x,60x80,60.0,80.0,0.48,152,155,-4000,0,1780.0,-4500,0,1780.0,5.0,0.0,0.0,22.400758,-5.683576,64.429623,-0.0
168,beam_x,60x80,60.0,80.0,0.48,140,147,-2000,725.0,1780.0,-3000,725.0,1780.0,10.0,0.0,0.0,217.551815,10.806781,478.350846,-0.0
169,beam_x,60x80,60.0,80.0,0.48,147,153,-3000,725.0,1780.0,-4000,725.0,1780.0,10.0,0.0,-0.0,221.98187,18.511121,483.808589,0.0
170,beam_x,60x80,60.0,80.0,0.48,153,156,-4000,725.0,1780.0,-4500,725.0,1780.0,5.0,0.0,0.0,48.420759,-3.206315,119.691985,-0.0
171,beam_x,60x80,60.0,80.0,0.48,141,148,-2000,1615.0,1780.0,-3000,1615.0,1780.0,10.0,0.0,0.0,126.750667,-35.274058,281.074568,-0.0
172,beam_x,60x80,60.0,80.0,0.48,148,154,-3000,1615.0,1780.0,-4000,1615.0,1780.0,10.0,0.0,-0.0,132.747912,-33.968851,287.763677,0.0
173,beam_x,60x80,60.0,80.0,0.48,154,157,-4000,1615.0,1780.0,-4500,1615.0,1780.0,5.0,0.0,0.0,20.000518,7.377178,61.799784,-0.0
174,beam_y,60x80,60.0,80.0,0.48,139,140,-2000,0,1780.0,-2000,725.0,1780.0,7.25,0.0,0.0,71.275992,103.289736,-7.653443,-0.0
175,beam_y,60x80,60.0,80.0,0.48,140,141,-2000,725.0,1780.0,-2000,1615.0,1780.0,8.9,0.0,0.0,95.03333,134.209759,-0.315002,-0.0
176,beam_y,60x80,60.0,80.0,0.48,146,147,-3000,0,1780.0,-3000,725.0,1780.0,7.25,0.0,0.0,73.892543,113.529086,8.771845,-0.0
177,beam_y,60x80,60.0,80.0,0.48,147,148,-3000,725.0,1780.0,-3000,1615.0,1780.0,8.9,0.0,0.0,95.659859,136.398431,1.420888,-0.0
178,beam_y,60x80,60.0,80.0,0.48,152,153,-4000,0,1780.0,-4000,725.0,1780.0,7.25,0.0,0.0,74.362806,107.648579,-11.510319,-0.0
179,beam_y,60x80,60.0,80.0,0.48,153,154,-4000,725.0,1780.0,-4000,1615.0,1780.0,8.9,0.0,0.0,96.739771,144.606003,8.61802,-0.0
180,beam_y,60x80,60.0,80.0,0.48,155,156,-4500,0,1780.0,-4500,725.0,1780.0,7.25,0.0,0.0,62.496373,101.230366,2.133603,-0.0
181,beam_y,60x80,60.0,80.0,0.48,156,157,-4500,725.0,1780.0,-4500,1615.0,1780.0,8.9,0.0,0.0,75.395781,117.041343,-0.526978,-0.0
182,beam_x,60x80,60.0,80.0,0.48,29,38,-1000,0,712.0,-2000,0,712.0,10.0,0.0,0.0,161.705238,23.118553,342.915165,-0.0
183,beam_x,60x80,60.0,80.0,0.48,30,39,-1000,725.0,712.0,-2000,725.0,712.0,10.0,0.0,0.0,200.920546,6.620866,414.018496,-0.0
184,beam_x,60x80,60.0,80.0,0.48,31,40,-1000,1615.0,712.0,-2000,1615.0,712.0,10.0,0.0,0.0,122.908866,-45.087048,253.080998,-0.0
185,beam_x,60x80,60.0,80.0,0.48,60,70,-1000,0,1068.0,-2000,0,1068.0,10.0,0.0,-0.0,140.950882,26.547463,285.590249,0.0
186,beam_x,60x80,60.0,80.0,0.48,61,71,-1000,725.0,1068.0,-2000,725.0,1068.0,10.0,0.0,-0.0,197.861498,16.54288,413.279789,0.0
187,beam_x,60x80,60.0,80.0,0.48,62,72,-1000,1615.0,1068.0,-2000,1615.0,1068.0,10.0,0.0,-0.0,122.245953,-47.422874,246.427462,0.0
188,beam_x,60x80,60.0,80.0,0.48,94,104,-1000,0,1424.0,-2000,0,1424.0,10.0,0.0,0.0,232.376963,38.34479,357.500502,-0.0
189,beam_x,60x80,60.0,80.0,0.48,95,105,-1000,725.0,1424.0,-2000,725.0,1424.0,10.0,0.0,0.0,268.740088,12.56634,468.725184,-0.0
190,beam_x,60x80,60.0,80.0,0.48,96,106,-1000,1615.0,1424.0,-2000,1615.0,1424.0,10.0,0.0,-0.0,121.914376,-49.838214,240.30872,0.0
191,beam_x,60x80,60.0,80.0,0.48,132,139,-1000,0,1780.0,-2000,0,1780.0,10.0,0.0,-0.0,107.365438,32.540173,206.378692,0.0
192,beam_x,60x80,60.0,80.0,0.48,133,140,-1000,725.0,1780.0,-2000,725.0,1780.0,10.0,0.0,-0.0,202.737327,16.366029,399.644446,0.0
193,beam_x,60x80,60.0,80.0,0.48,134,141,-1000,1615.0,1780.0,-2000,1615.0,1780.0,10.0,0.0,-0.0,118.764876,-39.004851,222.341012,0.0
194,beam_x,60x80,60.0,80.0,0.48,120,126,-4500,0,1424.0,-5000,0,1424.0,5.0,0.0,-0.0,54.181492,29.913382,85.42779,0.0
195,beam_x,60x80,60.0,80.0,0.48,121,127,-4500,725.0,1424.0,-5000,725.0,1424.0,5.0,0.0,-0.0,94.072609,19.773256,143.007866,0.0
196,beam_x,60x80,60.0,80.0,0.48,122,128,-4500,1615.0,1424.0,-5000,1615.0,1424.0,5.0,0.0,-0.0,60.350398,-28.863359,96.042732,0.0
197,beam_x,60x80,60.0,80.0,0.48,155,161,-4500,0,1780.0,-5000,0,1780.0,5.0,0.0,-0.0,25.815144,9.86062,45.77323,0.0
198,beam_x,60x80,60.0,80.0,0.48,156,162,-4500,725.0,1780.0,-5000,725.0,1780.0,5.0,0.0,-0.0,44.131691,4.09679,75.544796,0.0
199,beam_x,60x80,60.0,80.0,0.48,157,163,-4500,1615.0,1780.0,-5000,1615.0,1780.0,5.0,0.0,-0.0,29.423059,-8.332968,52.896319,0.0
200,beam_y,60x80,60.0,80.0,0.48,126,127,-5000,0,1424.0,-5000,725.0,1424.0,7.25,-0.0,0.0,25.935752,47.162409,0.910144,0.0
201,beam_y,60x80,60.0,80.0,0.48,127,128,-5000,725.0,1424.0,-5000,1615.0,1424.0,8.9,0.0,0.0,25.412566,27.392547,0.599306,-0.0
202,beam_y,60x80,60.0,80.0,0.48,161,162,-5000,0,1780.0,-5000,725.0,1780.0,7.25,0.0,0.0,24.009797,39.337615,4.393434,-0.0
203,beam_y,60x80,60.0,80.0,0.48,162,163,-5000,725.0,1780.0,-5000,1615.0,1780.0,8.9,0.0,0.0,25.597115,25.125732,-1.992237,-0.0
204,beam_y,60x80,60.0,80.0,0.48,32,33,-1500,0,712.0,-1500,725.0,712.0,7.25,0.0,0.0,52.567613,54.773831,-14.731554,-0.0
205,beam_y,60x80,60.0,80.0,0.48,33,34,-1500,725.0,712.0,-1500,1615.0,712.0,8.9,-0.0,0.0,89.348004,94.94757,-2.879308,0.0
206,beam_y,60x80,60.0,80.0,0.48,47,48,-3500,0,712.0,-3500,725.0,712.0,7.25,0.0,0.0,69.229247,78.758968,2.274642,-0.0
207,beam_y,60x80,60.0,80.0,0.48,48,49,-3500,725.0,712.0,-3500,1615.0,712.0,8.9,-0.0,0.0,88.106335,88.004173,0.264205,0.0
208,beam_y,60x80,60.0,80.0,0.48,81,82,-3500,0,1068.0,-3500,725.0,1068.0,7.25,-0.0,0.0,72.013254,88.355971,0.929633,0.0
209,beam_y,60x80,60.0,80.0,0.48,82,83,-3500,725.0,1068.0,-3500,1615.0,1068.0,8.9,-0.0,0.0,88.543488,84.132182,0.534135,0.0
210,beam_y,60x80,60.0,80.0,0.48,114,115,-3500,0,1424.0,-3500,725.0,1424.0,7.25,-0.0,0.0,72.796721,89.912273,2.945634,0.0
211,beam_y,60x80,60.0,80.0,0.48,115,116,-3500,725.0,1424.0,-3500,1615.0,1424.0,8.9,0.0,0.0,87.866195,82.41055,1.010341,-0.0
212,beam_y,60x80,60.0,80.0,0.48,149,150,-3500,0,1780.0,-3500,725.0,1780.0,7.25,0.0,0.0,71.958579,86.631485,3.84003,-0.0
213,beam_y,60x80,60.0,80.0,0.48,150,151,-3500,725.0,1780.0,-3500,1615.0,1780.0,8.9,0.0,0.0,89.190096,79.258822,0.386477,-0.0
214,beam_y,60x80,60.0,80.0,0.48,41,42,-2500,0,712.0,-2500,725.0,712.0,7.25,0.0,0.0,68.351227,73.704358,-2.178299,-0.0
215,beam_y,60x80,60.0,80.0,0.48,42,43,-2500,725.0,712.0,-2500,1615.0,712.0,8.9,-0.0,0.0,89.997309,92.553175,-1.064171,0.0
216,beam_y,60x80,60.0,80.0,0.48,74,75,-2500,0,1068.0,-2500,725.0,1068.0,7.25,-0.0,0.0,73.51215,120.18657,0.030322,0.0
217,beam_y,60x80,60.0,80.0,0.48,75,76,-2500,725.0,1068.0,-2500,1615.0,1068.0,8.9,-0.0,0.0,89.833627,93.359873,-0.481661,0.0
218,beam_y,60x80,60.0,80.0,0.48,107,108,-2500,0,1424.0,-2500,725.0,1424.0,7.25,-0.0,0.0,68.00347,74.503562,0.810838,0.0
219,beam_y,60x80,60.0,80.0,0.48,108,109,-2500,725.0,1424.0,-2500,1615.0,1424.0,8.9,0.0,0.0,88.759223,89.364389,0.224529,-0.0
220,beam_y,60x80,60.0,80.0,0.48,142,143,-2500,0,1780.0,-2500,725.0,1780.0,7.25,0.0,0.0,65.348474,67.026032,1.118992,-0.0
221,beam_y,60x80,60.0,80.0,0.48,143,144,-2500,725.0,1780.0,-2500,1615.0,1780.0,8.9,0.0,0.0,90.874035,90.808479,0.220292,-0.0
222,beam_y,60x80,60.0,80.0,0.48,63,64,-1500,0,1068.0,-1500,725.0,1068.0,7.25,-0.0,0.0,57.355431,72.103483,-5.891384,0.0
223,beam_y,60x80,60.0,80.0,0.48,64,65,-1500,725.0,1068.0,-1500,1615.0,1068.0,8.9,-0.0,0.0,87.63967,82.740769,-3.328356,0.0
224,beam_y,60x80,60.0,80.0,0.48,100,101,-1500,0,1424.0,-1500,725.0,1424.0,7.25,-0.0,0.0,60.205001,73.522011,0.906178,0.0
225,beam_y,60x80,60.0,80.0,0.48,101,102,-1500,725.0,1424.0,-1500,1615.0,1424.0,8.9,0.0,0.0,86.539035,77.510737,5.541063,-0.0
226,beam_y,60x80,60.0,80.0,0.48,135,136,-1500,0,1780.0,-1500,725.0,1780.0,7.25,0.0,0.0,70.47037,80.189207,-4.195599,-0.0
227,beam_y,60x80,60.0,80.0,0.48,136,137,-1500,725.0,1780.0,-1500,1615.0,1780.0,8.9,0.0,0.0,89.034474,79.098607,0.477383,-0.0
228,beam_y,40x60,40.0,60.0,0.24,123,124,-4755.0,0,1424.0,-4755.0,725.0,1424.0,7.25,-0.0,0.0,38.251164,50.0505,1.779559,0.0
229,beam_y,40x60,40.0,60.0,0.24,124,125,-4755.0,725.0,1424.0,-4755.0,1615.0,1424.0,8.9,0.0,0.0,47.776037,69.6825,-0.878196,-0.0
230,beam_y,40x60,40.0,60.0,0.24,158,159,-4755.0,0,1780.0,-4755.0,725.0,1780.0,7.25,0.0,0.0,39.050267,53.128185,1.596734,-0.0
231,beam_y,40x60,40.0,60.0,0.24,159,160,-4755.0,725.0,1780.0,-4755.0,1615.0,1780.0,8.9,0.0,0.0,48.283714,72.070575,-0.748655,-0.0
232,beam_y,60x80,60.0,80.0,0.48,36,37,-1749.0,0,712.0,-1749.0,725.0,712.0,7.25,0.0,0.0,43.126313,51.29056,-18.229018,-0.0
233,beam_y,60x80,60.0,80.0,0.48,29,28,-1000,0,712.0,-1000,-412.0,712.0,4.12,0.0,0.0,52.069888,-129.234989,20.162833,0.0
234,beam_x,60x80,60.0,80.0,0.48,28,35,-1000,-412.0,712.0,-1749.0,-412.0,712.0,7.49,0.0,-0.0,49.624959,8.335396,59.456118,0.0
235,beam_y,60x80,60.0,80.0,0.48,35,36,-1749.0,-412.0,712.0,-1749.0,0,712.0,4.12,-0.0,0.0,-9.638736,-3.873619,-107.23501,0.0
236,beam_y,60x80,60.0,80.0,0.48,67,68,-1749.0,0,1068.0,-1749.0,725.0,1068.0,7.25,-0.0,0.0,51.556616,87.98236,-27.191059,0.0
237,beam_y,60x80,60.0,80.0,0.48,60,59,-1000,0,1068.0,-1000,-412.0,1068.0,4.12,0.0,0.0,35.40975,-84.631205,23.237221,0.0
238,beam_x,60x80,60.0,80.0,0.48,59,66,-1000,-412.0,1068.0,-1749.0,-412.0,1068.0,7.49,0.0,-0.0,44.161886,-2.086955,48.659919,0.0
239,beam_y,60x80,60.0,80.0,0.48,66,67,-1749.0,-412.0,1068.0,-1749.0,0,1068.0,4.12,-0.0,0.0,-18.947229,-19.191138,-91.818708,0.0
240,beam_x,30x45,30.0,45.0,0.135,69,73,-2000,-246.0,1068.0,-2500,-246.0,1068.0,5.0,0.0,-0.0,23.273082,0.999407,34.963659,0.0
241,beam_x,30x45,30.0,45.0,0.135,73,77,-2500,-246.0,1068.0,-3000,-246.0,1068.0,5.0,0.0,-0.0,2.270861,-0.806532,-17.665423,0.0
242,beam_y,60x80,60.0,80.0,0.48,70,69,-2000,0,1068.0,-2000,-246.0,1068.0,2.46,-0.0,0.0,53.488317,-120.288282,34.963659,-0.0
243,beam_y,60x80,60.0,80.0,0.48,74,73,-2500,0,1068.0,-2500,-246.0,1068.0,2.46,-0.0,0.0,51.178454,-107.117791,-0.390127,-0.0
244,beam_y,60x80,60.0,80.0,0.48,78,77,-3000,0,1068.0,-3000,-246.0,1068.0,2.46,-0.0,0.0,53.594957,-120.74349,-35.106729,-0.0
245,beam_y,60x80,60.0,80.0,0.48,98,99,-1220.0,0,1424.0,-1220.0,725.0,1424.0,7.25,-0.0,0.0,52.070979,84.960833,22.417733,0.0
246,beam_y,60x80,60.0,80.0,0.48,94,93,-1000,0,1424.0,-1000,-246.0,1424.0,2.46,-0.0,0.0,44.192031,-81.638207,41.09865,-0.0
247,beam_x,60x80,60.0,80.0,0.48,93,97,-1000,-246.0,1424.0,-1220.0,-246.0,1424.0,2.2,0.0,0.0,9.585148,16.895603,41.09865,-0.0
248,beam_y,60x80,60.0,80.0,0.48,97,98,-1220.0,-246.0,1424.0,-1220.0,0,1424.0,2.46,0.0,0.0,-23.439697,16.895603,27.373883,-0.0
249,beam_y,60x80,60.0,80.0,0.48,104,103,-2000,0,1424.0,-2000,-412.0,1424.0,4.12,-0.0,0.0,44.556292,-114.400895,21.059157,-0.0
250,beam_x,60x80,60.0,80.0,0.48,103,110,-2000,-412.0,1424.0,-3000,-412.0,1424.0,10.0,0.0,0.0,42.231609,-1.131138,37.427284,-0.0
251,beam_y,60x80,60.0,80.0,0.48,110,111,-3000,-412.0,1424.0,-3000,0,1424.0,4.12,0.0,0.0,-23.280511,-23.385596,28.621181,-0.0
252,beam_y,60x80,60.0,80.0,0.48,139,138,-2000,0,1780.0,-2000,-412.0,1780.0,4.12,0.0,0.0,40.741698,-105.109399,21.702055,0.0
253,beam_x,60x80,60.0,80.0,0.48,138,145,-2000,-412.0,1780.0,-3000,-412.0,1780.0,10.0,0.0,0.0,42.957855,-1.058024,34.85875,-0.0
254,beam_y,60x80,60.0,80.0,0.48,145,146,-3000,-412.0,1780.0,-3000,0,1780.0,4.12,-0.0,0.0,-19.177705,-16.843341,28.880722,0.0
255,column,70x70,70.0,70.0,0.49,182,185,1080.0,0,0,1080.0,0,356.0,3.56,-28.183636,30.096786,2605.796328,-37.043381,-30.590751,0.029579
256,column,70x70,70.0,70.0,0.49,185,188,1080.0,0,356.0,1080.0,0,712.0,3.56,-46.195709,59.502717,2096.350639,-110.041999,-84.146521,0.058661
257,column,70x70,70.0,70.0,0.49,188,191,1080.0,0,712.0,1080.0,0,1068.0,3.56,-41.459337,76.872296,1571.99035,-135.139515,-70.958629,-0.3626
258,column,70x70,70.0,70.0,0.49,191,194,1080.0,0,1068.0,1080.0,0,1424.0,3.56,-34.212314,66.088783,1040.688421,-120.413361,-60.593111,-0.390365
259,column,70x70,70.0,70.0,0.49,194,197,1080.0,0,1424.0,1080.0,0,1780.0,3.56,-45.119873,110.098769,499.569916,-175.264075,-65.240113,-0.669117
260,column,70x70,70.0,70.0,0.49,183,186,1080.0,725.0,0,1080.0,725.0,356.0,3.56,-39.100729,9.208546,4359.614413,-12.256003,-43.661545,0.029579
261,column,70x70,70.0,70.0,0.49,186,189,1080.0,725.0,356.0,1080.0,725.0,712.0,3.56,-66.468093,19.47535,3461.783066,-37.755478,-121.156083,0.058661
262,column,70x70,70.0,70.0,0.49,189,192,1080.0,725.0,712.0,1080.0,725.0,1068.0,3.56,-58.295211,35.532265,2587.436372,-63.370915,-100.390946,-0.3626
263,column,70x70,70.0,70.0,0.49,192,195,1080.0,725.0,1068.0,1080.0,725.0,1424.0,3.56,-48.747214,23.429432,1724.616012,-43.445858,-88.257276,-0.390365
264,column,70x70,70.0,70.0,0.49,195,198,1080.0,725.0,1424.0,1080.0,725.0,1780.0,3.56,-73.892037,50.065263,875.99196,-79.746956,-105.123381,-0.669117
265,column,70x70,70.0,70.0,0.49,184,187,1080.0,1615.0,0,1080.0,1615.0,356.0,3.56,-7.408715,-38.009306,2619.138111,43.775849,-6.195897,0.029579
266,column,70x70,70.0,70.0,0.49,187,190,1080.0,1615.0,356.0,1080.0,1615.0,712.0,3.56,-7.323509,-72.843024,2094.531822,127.82751,-13.360926,0.058661
267,column,70x70,70.0,70.0,0.49,190,193,1080.0,1615.0,712.0,1080.0,1615.0,1068.0,3.56,0.245377,-61.634973,1569.65899,105.453492,3.677167,-0.3626
268,column,70x70,70.0,70.0,0.49,193,196,1080.0,1615.0,1068.0,1080.0,1615.0,1424.0,3.56,8.727975,-69.842708,1042.681797,129.022918,14.948319,-0.390365
269,column,70x70,70.0,70.0,0.49,196,199,1080.0,1615.0,1424.0,1080.0,1615.0,1780.0,3.56,3.846453,-101.494675,514.309002,149.001272,21.668634,-0.669117
270,column,70x70,70.0,70.0,0.49,200,203,2080.0,0,0,2080.0,0,356.0,3.56,-3.416091,21.838019,2157.675472,-27.402762,-1.199932,0.029579
271,column,70x70,70.0,70.0,0.49,203,206,2080.0,0,356.0,2080.0,0,712.0,3.56,-5.569969,45.329889,1740.042098,-83.420482,-6.54649,0.058661
272,column,70x70,70.0,70.0,0.49,206,209,2080.0,0,712.0,2080.0,0,1068.0,3.56,-8.150292,61.133362,1310.7562,-107.171709,-12.613503,-0.3626
273,column,70x70,70.0,70.0,0.49,209,212,2080.0,0,1068.0,2080.0,0,1424.0,3.56,-10.272152,52.73796,877.193358,-95.034469,-11.475775,-0.390365
274,column,70x70,70.0,70.0,0.49,212,215,2080.0,0,1424.0,2080.0,0,1780.0,3.56,18.984081,83.513857,437.136854,-135.903795,18.530563,-0.669117
275,column,70x70,70.0,70.0,0.49,201,204,2080.0,725.0,0,2080.0,725.0,356.0,3.56,-14.716777,11.739524,3585.018885,-15.419214,-14.725923,0.029579
276,column,70x70,70.0,70.0,0.49,204,207,2080.0,725.0,356.0,2080.0,725.0,712.0,3.56,-26.548365,24.908306,2849.30853,-47.203323,-44.849051,0.058661
277,column,70x70,70.0,70.0,0.49,207,210,2080.0,725.0,712.0,2080.0,725.0,1068.0,3.56,-25.250842,38.161431,2128.668436,-67.661621,-42.742506,-0.3626
278,column,70x70,70.0,70.0,0.49,210,213,2080.0,725.0,1068.0,2080.0,725.0,1424.0,3.56,-25.340211,27.723803,1414.172586,-50.341041,-39.704103,-0.390365
279,column,70x70,70.0,70.0,0.49,213,216,2080.0,725.0,1424.0,2080.0,725.0,1780.0,3.56,-12.248894,49.477048,707.766673,-80.839944,-24.974071,-0.669117
280,column,70x70,70.0,70.0,0.49,202,205,2080.0,1615.0,0,2080.0,1615.0,356.0,3.56,-2.601355,-34.512573,2457.214061,39.466607,-0.491164,0.029579
281,column,70x70,70.0,70.0,0.49,205,208,2080.0,1615.0,356.0,2080.0,1615.0,712.0,3.56,-5.029032,-65.155849,1968.751944,114.558629,-4.933413,0.058661
282,column,70x70,70.0,70.0,0.49,208,211,2080.0,1615.0,712.0,2080.0,1615.0,1068.0,3.56,-3.581318,-55.183034,1480.683362,95.097454,-3.845799,-0.3626
283,column,70x70,70.0,70.0,0.49,211,214,2080.0,1615.0,1068.0,2080.0,1615.0,1424.0,3.56,-8.446303,-64.452452,993.178639,117.819904,-6.990881,-0.390365
284,column,70x70,70.0,70.0,0.49,214,217,2080.0,1615.0,1424.0,2080.0,1615.0,1780.0,3.56,30.409952,-83.114053,501.937745,127.105529,34.369566,-0.669117
285,column,70x70,70.0,70.0,0.49,218,219,2830.0,725.0,0,2830.0,725.0,356.0,3.56,-43.545289,8.261825,2782.63432,-11.412184,-48.935757,0.029579
286,column,70x70,70.0,70.0,0.49,219,220,2830.0,725.0,356.0,2830.0,725.0,712.0,3.56,-79.535799,18.956778,2201.993167,-36.011956,-141.937307,0.058661
287,column,70x70,70.0,70.0,0.49,220,221,2830.0,725.0,712.0,2830.0,725.0,1068.0,3.56,-77.788243,30.467818,1639.420558,-53.891566,-133.755476,-0.3626
288,column,70x70,70.0,70.0,0.49,221,222,2830.0,725.0,1068.0,2830.0,725.0,1424.0,3.56,-72.298354,21.667302,1089.498817,-38.55205,-129.10356,-0.390365
289,column,70x70,70.0,70.0,0.49,222,223,2830.0,725.0,1424.0,2830.0,725.0,1780.0,3.56,-101.806905,35.979763,549.920019,-61.108719,-153.297445,-0.669117
290,column,70x70,70.0,70.0,0.49,166,169,80.0,1615.0,0,80.0,1615.0,356.0,3.56,55.894787,-13.834042,1152.804481,15.247653,68.924258,0.029579
291,column,70x70,70.0,70.0,0.49,169,172,80.0,1615.0,356.0,80.0,1615.0,712.0,3.56,102.741985,-28.489136,925.891527,46.503559,192.370282,0.058661
292,column,70x70,70.0,70.0,0.49,172,175,80.0,1615.0,712.0,80.0,1615.0,1068.0,3.56,102.336548,-17.0049,693.455321,26.274255,180.316254,-0.3626
293,column,70x70,70.0,70.0,0.49,175,178,80.0,1615.0,1068.0,80.0,1615.0,1424.0,3.56,92.056486,-23.755033,458.623838,47.439423,179.48878,-0.390365
294,column,70x70,70.0,70.0,0.49,178,181,80.0,1615.0,1424.0,80.0,1615.0,1780.0,3.56,169.944455,-42.141184,217.455157,49.264753,251.997469,-0.669117
295,wall,60x291.5,60.0,291.5,1.749,9364,9365,3195.0,36.75,0.0,3195.0,36.75,356.0,3.56,-35.573095,50.051143,842.855002,-64.034017,137.665604,-11.719697
296,wall,60x291.5,60.0,291.5,1.749,9365,9366,3195.0,36.75,356.0,3195.0,36.75,712.0,3.56,60.143752,105.01402,698.407863,-193.110729,271.686041,6.209585
297,wall,60x291.5,60.0,291.5,1.749,9366,9367,3195.0,36.75,712.0,3195.0,36.75,1068.0,3.56,-49.571577,139.811056,470.791412,-242.659699,54.995076,-14.310496
298,wall,60x291.5,60.0,291.5,1.749,9367,9368,3195.0,36.75,1068.0,3195.0,36.75,1424.0,3.56,-60.904263,120.575123,300.322774,-218.192332,217.998374,-19.340195
299,wall,60x291.5,60.0,356.0,2.136,9368,9369,3195.0,36.75,1424.0,3195.0,36.75,1780.0,3.56,89.599793,212.208673,210.35457,-348.489334,430.70443,17.939239
300,wall,30x356,30.0,356.0,1.068,9370,9371,3020.0,-15.0,0.0,3195.0,-15.0,356.0,3.9669,128.8997,5.067029,269.330899,44.659399,58.98722,107.313689
301,wall,30x356,30.0,356.0,1.068,9372,9373,3020.0,-15.0,356.0,3195.0,-15.0,712.0,3.9669,480.706416,10.217851,784.630935,173.204512,433.956338,388.103582
302,wall,30x356,30.0,356.0,1.068,9374,9375,3020.0,-15.0,712.0,3195.0,-15.0,1068.0,3.9669,628.458229,16.065708,1038.510956,204.85452,577.514546,475.452206
303,wall,30x356,30.0,356.0,1.068,9376,9377,3020.0,-15.0,1068.0,3195.0,-15.0,1424.0,3.9669,926.630128,14.769911,1335.452615,248.194227,1032.460642,555.916715
304,wall,30x356,30.0,356.0,1.068,9378,9379,3020.0,-15.0,1424.0,3195.0,-15.0,1780.0,3.9669,1206.815874,17.704628,1581.194594,257.361758,1593.99759,587.089287
305,wall,60x292,60.0,292.0,1.752,9380,9381,3195.0,1578.5,0.0,3195.0,1578.5,356.0,3.56,-28.847227,-55.877676,1118.902851,62.143163,127.764225,-0.669041
306,wall,60x292,60.0,292.0,1.752,9381,9382,3195.0,1578.5,356.0,3195.0,1578.5,712.0,3.56,-12.64839,-106.362832,961.789405,182.069993,205.921377,-9.56772
307,wall,60x292,60.0,292.0,1.752,9382,9383,3195.0,1578.5,712.0,3195.0,1578.5,1068.0,3.56,16.835037,-99.046764,634.433541,167.539869,236.898318,-19.944778
308,wall,60x292,60.0,292.0,1.752,9383,9384,3195.0,1578.5,1068.0,3195.0,1578.5,1424.0,3.56,-125.203988,-132.727699,403.109176,239.776309,147.238189,-2.457289
309,wall,60x292,60.0,356.0,2.136,9384,9385,3195.0,1578.5,1424.0,3195.0,1578.5,1780.0,3.56,120.275847,-184.225047,279.967709,292.99065,576.497468,-48.774446
310,wall,30x356,30.0,356.0,1.068,9386,9387,3020.0,1630.0,0.0,3195.0,1630.0,356.0,3.9669,133.285608,-4.93623,309.891298,-62.89478,16.191764,-141.601607
311,wall,30x356,30.0,356.0,1.068,9388,9389,3020.0,1630.0,356.0,3195.0,1630.0,712.0,3.9669,487.251645,-6.517224,884.992723,-299.019345,356.883909,-624.384487
312,wall,30x356,30.0,356.0,1.068,9390,9391,3020.0,1630.0,712.0,3195.0,1630.0,1068.0,3.9669,790.132246,-5.469101,1272.255847,-373.661686,741.498843,-767.13148
313,wall,30x356,30.0,356.0,1.068,9392,9393,3020.0,1630.0,1068.0,3195.0,1630.0,1424.0,3.9669,1092.382806,-9.715993,1617.250335,-401.938297,1172.397794,-841.056676
314,wall,30x356,30.0,356.0,1.068,9394,9395,3020.0,1630.0,1424.0,3195.0,1630.0,1780.0,3.9669,1458.402698,-8.115916,1930.677256,-436.254588,1896.177289,-902.707718
315,wall,25x795,25.0,795.0,1.9875,9396,9397,57.5,362.5,0.0,57.5,362.5,356.0,3.56,22.68366,-0.30463,2242.60425,-0.647538,1768.586647,0.0
316,wall,25x795,25.0,795.0,1.9875,9397,9398,57.5,362.5,356.0,57.5,362.5,712.0,3.56,53.854249,-0.151903,1764.600562,-1.732023,1687.832819,0.0
317,wall,25x795,25.0,795.0,1.9875,9398,9399,57.5,362.5,712.0,57.5,362.5,1068.0,3.56,85.07129,0.43763,1284.973113,-2.272796,1496.111692,0.0
318,wall,25x795,25.0,795.0,1.9875,9399,9400,57.5,362.5,1068.0,57.5,362.5,1424.0,3.56,180.214136,-0.02035,802.671357,-0.714835,1193.257899,0.0
319,wall,25x795,25.0,356.0,0.89,9400,9401,57.5,362.5,1424.0,57.5,362.5,1780.0,3.56,154.970667,0.221146,365.833815,-0.787281,551.695576,0.0
320,wall,25x585,25.0,585.0,1.4625,9402,9403,57.5,1292.5,0.0,57.5,1292.5,356.0,3.56,-102.936541,0.219659,503.633236,-0.704235,429.697187,6.166012
321,wall,25x585,25.0,585.0,1.4625,9403,9404,57.5,1292.5,356.0,57.5,1292.5,712.0,3.56,50.030097,-1.478614,381.0514,0.077752,796.151271,12.228222
322,wall,25x585,25.0,585.0,1.4625,9404,9405,57.5,1292.5,712.0,57.5,1292.5,1068.0,3.56,-80.416864,2.428387,258.469564,-5.186116,618.044125,-75.586315
323,wall,25x585,25.0,585.0,1.4625,9405,9406,57.5,1292.5,1068.0,57.5,1292.5,1424.0,3.56,102.07554,-1.745015,135.887728,3.45894,904.32816,-81.3742
