id,tipo,seccion,b_cm,h_cm,A_m2,nodo_i,nodo_j,xi_cm,yi_cm,zi_cm,xj_cm,yj_cm,zj_cm,L_m,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm
300076,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-76.990454,-34.919817,-214.541864,-0.0
300077,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-150.547996,-18.593905,-426.988771,-0.0
300078,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-99.667178,39.842339,-269.73328,-0.0
300079,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-85.163876,-48.91289,-249.522551,-0.0
300080,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-145.987838,-18.578236,-444.320235,-0.0
300081,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-96.736537,56.620635,-283.568059,-0.0
300082,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-56.561002,-45.556019,-271.104782,-0.0
300083,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-271.358277,-26.310705,-159.637305,-0.0
300084,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-133.547229,-21.889547,-427.335696,-0.0
300085,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-264.313699,-6.912907,-84.482301,-0.0
300086,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-108.493661,43.024671,-281.699409,-0.0
300087,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-117.621697,-5.36779,-349.921322,0.0
300088,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-149.094575,-15.196788,-422.731783,0.0
300089,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-100.255991,40.43253,-270.066706,0.0
300090,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-84.102389,-38.337105,-242.292981,0.0
300091,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-147.040894,-21.595083,-439.940981,0.0
300092,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-98.457455,41.752352,-281.458696,0.0
300093,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,52.535075,38.119802,-134.542846,0.0
300094,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-109.175108,-35.402209,-259.497278,-0.0
300095,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,142.191042,19.89098,-70.742129,0.0
300096,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-164.416207,-18.239618,-425.980884,-0.0
300097,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-109.925873,45.174954,-277.290846,-0.0
300098,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-88.155902,-37.544246,-277.013747,-0.0
300099,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-155.42016,-15.860273,-432.385648,-0.0
300100,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-103.252693,43.136029,-272.093218,-0.0
300101,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-90.401341,-43.595608,-248.432649,-0.0
300102,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-149.049174,-22.371595,-436.512137,-0.0
300103,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-101.475712,45.255347,-281.612403,-0.0
300104,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-9.392398,1.088064,-36.250478,0.0
300105,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-14.11744,2.009731,-60.470786,0.0
300106,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-10.369334,13.666645,-39.861153,0.0
300107,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-95.149592,-47.649034,-239.821648,-0.0
300108,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-164.109421,-17.217366,-445.85267,-0.0
300109,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-110.579935,35.386779,-284.574734,-0.0
300110,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-86.050834,-33.936362,-279.691341,-0.0
300111,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-156.25639,-10.515912,-435.647029,-0.0
300112,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-100.754582,34.455352,-266.027226,-0.0
300113,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-84.426965,-38.130796,-251.809049,-0.0
300114,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-143.532291,-19.579728,-449.784709,-0.0
300115,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-96.441276,39.197955,-289.158155,-0.0
300116,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,6.177875,14.916451,5.170278,0.0
300117,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,19.018096,11.263203,14.228277,0.0
300118,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,7.012564,9.521973,4.878796,0.0
300119,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-148.047725,-79.598854,380.626454,-0.0
300120,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-76.599549,-35.464291,227.898708,-0.0
300121,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-243.119741,6.886818,647.310101,-0.0
300122,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-141.740025,-14.454932,426.384667,-0.0
300123,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-120.876932,-18.056215,286.703829,-0.0
300124,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-103.642928,66.763933,307.333622,-0.0
300125,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-99.989934,41.451478,-270.625709,-0.0
300126,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-149.510264,-86.279512,389.228092,-0.0
300127,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-238.696338,4.324872,645.430789,-0.0
300128,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-99.456778,69.700061,305.39515,-0.0
300129,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-78.802276,-41.004032,234.691649,-0.0
300130,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-140.868752,-17.470565,423.231802,-0.0
300131,beam_x,60x80,,,,,,,,,,,,,-0.0,0.0,-101.812327,43.749917,-275.563614,-0.0
300132,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-121.605325,-20.737005,281.623083,-0.0
300133,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-149.597442,-88.465429,397.597349,-0.0
300134,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-235.17988,3.713971,648.836155,-0.0
300135,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-97.816476,69.962155,309.720099,-0.0
300136,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-78.96254,-43.416139,236.378783,0.0
300137,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-139.154967,-18.100442,419.855519,0.0
300138,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-103.846043,44.032244,-277.008972,0.0
300139,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-119.21598,-21.255704,279.706799,0.0
300140,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-150.338989,-91.987494,403.240552,0.0
300141,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-232.122542,3.733484,646.151652,0.0
300142,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-93.264902,74.224019,304.465116,0.0
300143,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-78.26766,-45.868939,241.444645,-0.0
300144,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-137.384242,-19.022662,419.753225,-0.0
300145,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-106.612477,47.946406,-283.17572,0.0
300146,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-118.08222,-21.433775,275.460311,0.0
300147,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-144.937336,-85.527267,406.456922,-0.0
300148,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-261.534376,-13.836055,733.481084,-0.0
300149,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-124.537754,82.98683,377.204956,-0.0
300150,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-77.277798,-42.262676,225.011679,-0.0
300151,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-133.268298,-15.704579,410.259789,-0.0
300152,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-103.760713,33.010462,-263.405417,0.0
300153,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,6.410024,-6.269845,153.515552,-0.0
300154,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-130.428548,-17.637753,175.419212,0.0
300155,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,-116.076228,-21.092539,313.811718,-0.0
300156,beam_x,60x80,,,,,,,,,,,,,0.0,-0.0,5.091307,12.479737,191.111637,-0.0
300157,beam_x,60x80,,,,,,,,,,,,,0.0,0.0,-155.694795,41.901695,205.428001,0.0
300158,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-36.426296,-196.196165,26.684166,-0.0
300159,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-131.272252,-182.650175,5.644238,-0.0
300160,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-23.113883,-165.882923,-31.502404,-0.0
300161,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-51.234693,-63.840471,-14.472696,-0.0
300162,beam_y,60x80,,,,,,,,,,,,,-0.0,0.0,-37.310983,-197.063112,27.658288,0.0
300163,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-116.416294,-181.982679,-6.445797,-0.0
300164,beam_y,60x80,,,,,,,,,,,,,-0.0,0.0,-24.321477,-167.890743,-29.633859,0.0
300165,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-49.575699,-73.419006,-14.466069,-0.0
300166,beam_y,60x80,,,,,,,,,,,,,-0.0,0.0,-38.714356,-198.805334,27.601945,0.0
300167,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-109.376871,-182.186362,-9.267568,-0.0
300168,beam_y,60x80,,,,,,,,,,,,,-0.0,0.0,-25.397914,-170.321016,-28.436065,0.0
300169,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-48.551773,-79.166574,-15.705478,-0.0
300170,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-38.300008,-196.910457,27.174294,-0.0
300171,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-103.123971,-180.210688,-14.898023,-0.0
300172,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-26.882477,-171.936501,-27.992394,-0.0
300173,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-47.959592,-83.422187,-15.147129,-0.0
300174,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-16.922312,-166.304318,31.687146,0.0
300175,beam_y,60x80,,,,,,,,,,,,,-0.0,0.0,-126.259976,-168.377604,3.575473,0.0
300176,beam_y,60x80,,,,,,,,,,,,,0.0,0.0,-23.533511,-177.834884,-56.282402,0.0
300177,beam_y,60x80,,,,,,,,,,,,,-0.0,0.0,-53.555527,-66.618988,-7.288089,0.0
